sample	samples	MRPS16	primary disease or tissue	_primary_site
GTEX-131YS-0011-R7a-SM-5IJDA	GTEX-131YS-0011-R7a-SM-5IJDA	10.60	Brain - Putamen (Basal Ganglia)	Brain
GTEX-13FLV-0011-R8a-SM-5LZZE	GTEX-13FLV-0011-R8a-SM-5LZZE	10.60	Brain - Hypothalamus	Brain
GTEX-14753-0011-R8b-SM-5S2U1	GTEX-14753-0011-R8b-SM-5S2U1	10.60	Brain - Hypothalamus	Brain
GTEX-Q2AG-0011-R8A-SM-2HMK5	GTEX-Q2AG-0011-R8A-SM-2HMK5	10.60	Brain - Hypothalamus	Brain
GTEX-13OW7-0011-R4b-SM-5O9CX	GTEX-13OW7-0011-R4b-SM-5O9CX	10.60	Brain - Amygdala	Brain
GTEX-111FC-3126-SM-5GZZ2	GTEX-111FC-3126-SM-5GZZ2	10.59	Brain - Cortex	Brain
GTEX-13OVH-3026-SM-5MR4N	GTEX-13OVH-3026-SM-5MR4N	10.59	Brain - Cortex	Brain
GTEX-WL46-0011-R1A-SM-3LK6M	GTEX-WL46-0011-R1A-SM-3LK6M	10.59	Brain - Hippocampus	Brain
GTEX-13O3O-0011-R3b-SM-5KM3R	GTEX-13O3O-0011-R3b-SM-5KM3R	10.59	Brain - Anterior Cingulate Cortex (Ba24)	Brain
GTEX-13OW8-0011-R3a-SM-5L3I4	GTEX-13OW8-0011-R3a-SM-5L3I4	10.59	Brain - Anterior Cingulate Cortex (Ba24)	Brain
GTEX-13RTJ-0011-R3a-SM-5PNX7	GTEX-13RTJ-0011-R3a-SM-5PNX7	10.59	Brain - Anterior Cingulate Cortex (Ba24)	Brain
GTEX-1445S-0011-R5a-SM-5PNUS	GTEX-1445S-0011-R5a-SM-5PNUS	10.59	Brain - Caudate (Basal Ganglia)	Brain
GTEX-QDT8-0011-R5A-SM-32PKN	GTEX-QDT8-0011-R5A-SM-32PKN	10.59	Brain - Caudate (Basal Ganglia)	Brain
GTEX-X4EP-0011-R5A-SM-3P628	GTEX-X4EP-0011-R5A-SM-3P628	10.59	Brain - Caudate (Basal Ganglia)	Brain
GTEX-13FXS-0011-R6b-SM-5L3F7	GTEX-13FXS-0011-R6b-SM-5L3F7	10.59	Brain - Nucleus Accumbens (Basal Ganglia)	Brain
GTEX-13O3O-0011-R6b-SM-5P9GY	GTEX-13O3O-0011-R6b-SM-5P9GY	10.59	Brain - Nucleus Accumbens (Basal Ganglia)	Brain
GTEX-N7MS-0011-R6a-SM-2HMJ4	GTEX-N7MS-0011-R6a-SM-2HMJ4	10.59	Brain - Nucleus Accumbens (Basal Ganglia)	Brain
GTEX-ZUA1-0011-R6b-SM-4YCDD	GTEX-ZUA1-0011-R6b-SM-4YCDD	10.59	Brain - Nucleus Accumbens (Basal Ganglia)	Brain
GTEX-13OVJ-0011-R9b-SM-5L3GD	GTEX-13OVJ-0011-R9b-SM-5L3GD	10.59	Brain - Spinal Cord (Cervical C-1)	Brain
GTEX-13N1W-0011-R4a-SM-5MR52	GTEX-13N1W-0011-R4a-SM-5MR52	10.59	Brain - Amygdala	Brain
TCGA-DU-5854-01	TCGA-DU-5854-01	10.59	Brain Lower Grade Glioma	Brain
TCGA-FG-6692-01	TCGA-FG-6692-01	10.59	Brain Lower Grade Glioma	Brain
GTEX-1313W-3126-SM-5LZUI	GTEX-1313W-3126-SM-5LZUI	10.58	Brain - Cortex	Brain
GTEX-13VXU-2926-SM-5LU5C	GTEX-13VXU-2926-SM-5LU5C	10.58	Brain - Cortex	Brain
GTEX-12WSF-0011-R1a-SM-5DUVI	GTEX-12WSF-0011-R1a-SM-5DUVI	10.58	Brain - Hippocampus	Brain
GTEX-T6MN-0011-R1A-SM-32QOY	GTEX-T6MN-0011-R1A-SM-32QOY	10.58	Brain - Hippocampus	Brain
GTEX-13N2G-0011-R2a-SM-5MR4Q	GTEX-13N2G-0011-R2a-SM-5MR4Q	10.58	Brain - Substantia Nigra	Brain
GTEX-13CF2-0011-R3b-SM-5LZZ6	GTEX-13CF2-0011-R3b-SM-5LZZ6	10.58	Brain - Anterior Cingulate Cortex (Ba24)	Brain
GTEX-12WSF-0011-R10a-SM-5LZVH	GTEX-12WSF-0011-R10a-SM-5LZVH	10.58	Brain - Frontal Cortex (Ba9)	Brain
GTEX-13JUV-0011-R10b-SM-5LZXR	GTEX-13JUV-0011-R10b-SM-5LZXR	10.58	Brain - Frontal Cortex (Ba9)	Brain
GTEX-ZDXO-0011-R10a-SM-4WWD8	GTEX-ZDXO-0011-R10a-SM-4WWD8	10.58	Brain - Frontal Cortex (Ba9)	Brain
GTEX-12ZZY-0011-R5a-SM-5EGL9	GTEX-12ZZY-0011-R5a-SM-5EGL9	10.58	Brain - Caudate (Basal Ganglia)	Brain
GTEX-13OW7-0011-R5b-SM-5O9DM	GTEX-13OW7-0011-R5b-SM-5O9DM	10.58	Brain - Caudate (Basal Ganglia)	Brain
GTEX-13PVQ-0011-R5b-SM-5O9DI	GTEX-13PVQ-0011-R5b-SM-5O9DI	10.58	Brain - Caudate (Basal Ganglia)	Brain
GTEX-ZAB4-0011-R5a-SM-4SOKC	GTEX-ZAB4-0011-R5a-SM-4SOKC	10.58	Brain - Caudate (Basal Ganglia)	Brain
GTEX-12WSB-0011-R6b-SM-5GU6J	GTEX-12WSB-0011-R6b-SM-5GU6J	10.58	Brain - Nucleus Accumbens (Basal Ganglia)	Brain
GTEX-WHSE-0011-R6A-SM-3P5ZP	GTEX-WHSE-0011-R6A-SM-3P5ZP	10.58	Brain - Nucleus Accumbens (Basal Ganglia)	Brain
GTEX-13OW8-0011-R7a-SM-5L3FP	GTEX-13OW8-0011-R7a-SM-5L3FP	10.58	Brain - Putamen (Basal Ganglia)	Brain
GTEX-ZAB4-0011-R7a-SM-4SOKE	GTEX-ZAB4-0011-R7a-SM-4SOKE	10.58	Brain - Putamen (Basal Ganglia)	Brain
GTEX-13FLW-0011-R8b-SM-5J1MZ	GTEX-13FLW-0011-R8b-SM-5J1MZ	10.58	Brain - Hypothalamus	Brain
GTEX-13OVL-0011-R8a-SM-5L3HH	GTEX-13OVL-0011-R8a-SM-5L3HH	10.58	Brain - Hypothalamus	Brain
TCGA-E1-A7YD-01	TCGA-E1-A7YD-01	10.58	Brain Lower Grade Glioma	Brain
TCGA-06-0174-01	TCGA-06-0174-01	10.58	Glioblastoma Multiforme	Brain
TCGA-06-2563-01	TCGA-06-2563-01	10.58	Glioblastoma Multiforme	Brain
TCGA-32-1982-01	TCGA-32-1982-01	10.58	Glioblastoma Multiforme	Brain
GTEX-14A5I-2926-SM-5Q5CQ	GTEX-14A5I-2926-SM-5Q5CQ	10.57	Brain - Cortex	Brain
GTEX-RU72-3026-SM-5SI7Y	GTEX-RU72-3026-SM-5SI7Y	10.57	Brain - Cortex	Brain
GTEX-ZZPT-3026-SM-5GZXH	GTEX-ZZPT-3026-SM-5GZXH	10.57	Brain - Cortex	Brain
GTEX-13OW8-0011-R1a-SM-5L3HI	GTEX-13OW8-0011-R1a-SM-5L3HI	10.57	Brain - Hippocampus	Brain
GTEX-ZDXO-0011-R1a-SM-4WKF4	GTEX-ZDXO-0011-R1a-SM-4WKF4	10.57	Brain - Hippocampus	Brain
GTEX-13CF2-0011-R5a-SM-5LZWS	GTEX-13CF2-0011-R5a-SM-5LZWS	10.57	Brain - Caudate (Basal Ganglia)	Brain
GTEX-WVLH-0011-R5A-SM-3MJFW	GTEX-WVLH-0011-R5A-SM-3MJFW	10.57	Brain - Caudate (Basal Ganglia)	Brain
GTEX-R55E-0011-R8A-SM-2TC66	GTEX-R55E-0011-R8A-SM-2TC66	10.57	Brain - Hypothalamus	Brain
GTEX-WVLH-0011-R8A-SM-3MJFC	GTEX-WVLH-0011-R8A-SM-3MJFC	10.57	Brain - Hypothalamus	Brain
GTEX-14BIN-0011-R9a-SM-5SI76	GTEX-14BIN-0011-R9a-SM-5SI76	10.57	Brain - Spinal Cord (Cervical C-1)	Brain
GTEX-13SLX-0011-R4a-SM-5O9BJ	GTEX-13SLX-0011-R4a-SM-5O9BJ	10.57	Brain - Amygdala	Brain
TCGA-12-0619-01	TCGA-12-0619-01	10.57	Glioblastoma Multiforme	Brain
TCGA-19-2619-01	TCGA-19-2619-01	10.57	Glioblastoma Multiforme	Brain
TCGA-76-4928-01	TCGA-76-4928-01	10.57	Glioblastoma Multiforme	Brain
GTEX-12WSC-3026-SM-5GCNF	GTEX-12WSC-3026-SM-5GCNF	10.56	Brain - Cortex	Brain
GTEX-12ZZX-2926-SM-5GCOQ	GTEX-12ZZX-2926-SM-5GCOQ	10.56	Brain - Cortex	Brain
GTEX-13G51-0011-R1a-SM-5LZYR	GTEX-13G51-0011-R1a-SM-5LZYR	10.56	Brain - Hippocampus	Brain
GTEX-11ZTS-0011-R2b-SM-5BC75	GTEX-11ZTS-0011-R2b-SM-5BC75	10.56	Brain - Substantia Nigra	Brain
GTEX-1445S-0011-R3a-SM-5P9HY	GTEX-1445S-0011-R3a-SM-5P9HY	10.56	Brain - Anterior Cingulate Cortex (Ba24)	Brain
GTEX-139TS-0011-R6a-SM-5J2OB	GTEX-139TS-0011-R6a-SM-5J2OB	10.56	Brain - Nucleus Accumbens (Basal Ganglia)	Brain
GTEX-139UC-0011-R6b-SM-5K7Z1	GTEX-139UC-0011-R6b-SM-5K7Z1	10.56	Brain - Nucleus Accumbens (Basal Ganglia)	Brain
GTEX-14BIM-0011-R6b-SM-5S2VB	GTEX-14BIM-0011-R6b-SM-5S2VB	10.56	Brain - Nucleus Accumbens (Basal Ganglia)	Brain
GTEX-Q2AG-0011-R6A-SM-2HML7	GTEX-Q2AG-0011-R6A-SM-2HML7	10.56	Brain - Nucleus Accumbens (Basal Ganglia)	Brain
GTEX-13CZV-0011-R7b-SM-5LZXH	GTEX-13CZV-0011-R7b-SM-5LZXH	10.56	Brain - Putamen (Basal Ganglia)	Brain
GTEX-147GR-0011-R9a-SM-5S2UY	GTEX-147GR-0011-R9a-SM-5S2UY	10.56	Brain - Spinal Cord (Cervical C-1)	Brain
GTEX-ZAB4-0011-R9a-SM-4SOKG	GTEX-ZAB4-0011-R9a-SM-4SOKG	10.56	Brain - Spinal Cord (Cervical C-1)	Brain
GTEX-12WSA-0011-R4a-SM-57WB7	GTEX-12WSA-0011-R4a-SM-57WB7	10.56	Brain - Amygdala	Brain
GTEX-Q2AG-0011-R4A-SM-2HMKA	GTEX-Q2AG-0011-R4A-SM-2HMKA	10.56	Brain - Amygdala	Brain
TCGA-06-0190-01	TCGA-06-0190-01	10.56	Glioblastoma Multiforme	Brain
TCGA-28-1753-01	TCGA-28-1753-01	10.56	Glioblastoma Multiforme	Brain
GTEX-13FHO-0011-R1b-SM-5KLZG	GTEX-13FHO-0011-R1b-SM-5KLZG	10.55	Brain - Hippocampus	Brain
GTEX-13NYS-0011-R3b-SM-5MR41	GTEX-13NYS-0011-R3b-SM-5MR41	10.55	Brain - Anterior Cingulate Cortex (Ba24)	Brain
GTEX-14BIM-0011-R3b-SM-5S2RL	GTEX-14BIM-0011-R3b-SM-5S2RL	10.55	Brain - Anterior Cingulate Cortex (Ba24)	Brain
GTEX-N7MS-0011-R5a-SM-2HMK8	GTEX-N7MS-0011-R5a-SM-2HMK8	10.55	Brain - Caudate (Basal Ganglia)	Brain
GTEX-X261-0011-R5A-SM-3NMB4	GTEX-X261-0011-R5A-SM-3NMB4	10.55	Brain - Caudate (Basal Ganglia)	Brain
GTEX-ZVZQ-0011-R5b-SM-57WDC	GTEX-ZVZQ-0011-R5b-SM-57WDC	10.55	Brain - Caudate (Basal Ganglia)	Brain
GTEX-NPJ7-0011-R6a-SM-2I3G7	GTEX-NPJ7-0011-R6a-SM-2I3G7	10.55	Brain - Nucleus Accumbens (Basal Ganglia)	Brain
GTEX-WVLH-0011-R7A-SM-3MJFB	GTEX-WVLH-0011-R7A-SM-3MJFB	10.55	Brain - Putamen (Basal Ganglia)	Brain
GTEX-ZE7O-0011-R7a-SM-57WCU	GTEX-ZE7O-0011-R7a-SM-57WCU	10.55	Brain - Putamen (Basal Ganglia)	Brain
GTEX-12ZZX-0011-R8a-SM-5DUW8	GTEX-12ZZX-0011-R8a-SM-5DUW8	10.55	Brain - Hypothalamus	Brain
GTEX-RVPU-0011-R8A-SM-5SI8I	GTEX-RVPU-0011-R8A-SM-5SI8I	10.55	Brain - Hypothalamus	Brain
TCGA-HW-A5KK-01	TCGA-HW-A5KK-01	10.55	Brain Lower Grade Glioma	Brain
GTEX-145MF-2726-SM-5O995	GTEX-145MF-2726-SM-5O995	10.54	Brain - Cortex	Brain
GTEX-Z93S-2926-SM-57WB9	GTEX-Z93S-2926-SM-57WB9	10.54	Brain - Cortex	Brain
GTEX-131XH-0011-R2b-SM-5DUVY	GTEX-131XH-0011-R2b-SM-5DUVY	10.54	Brain - Substantia Nigra	Brain
GTEX-11ZVC-0011-R3a-SM-5BC6V	GTEX-11ZVC-0011-R3a-SM-5BC6V	10.54	Brain - Anterior Cingulate Cortex (Ba24)	Brain
GTEX-ZVT3-0011-R3b-SM-51MTJ	GTEX-ZVT3-0011-R3b-SM-51MTJ	10.54	Brain - Anterior Cingulate Cortex (Ba24)	Brain
GTEX-1445S-0011-R10a-SM-5PNWB	GTEX-1445S-0011-R10a-SM-5PNWB	10.54	Brain - Frontal Cortex (Ba9)	Brain
GTEX-145MH-0011-R5a-SM-5P9JT	GTEX-145MH-0011-R5a-SM-5P9JT	10.54	Brain - Caudate (Basal Ganglia)	Brain
GTEX-T6MN-0011-R5A-SM-32QPD	GTEX-T6MN-0011-R5A-SM-32QPD	10.54	Brain - Caudate (Basal Ganglia)	Brain
GTEX-WHSE-0011-R5A-SM-3P5ZO	GTEX-WHSE-0011-R5A-SM-3P5ZO	10.54	Brain - Caudate (Basal Ganglia)	Brain
GTEX-YFC4-0011-R5a-SM-4RGLR	GTEX-YFC4-0011-R5a-SM-4RGLR	10.54	Brain - Caudate (Basal Ganglia)	Brain
GTEX-ZVT3-0011-R7a-SM-57WCO	GTEX-ZVT3-0011-R7a-SM-57WCO	10.54	Brain - Putamen (Basal Ganglia)	Brain
GTEX-13SLX-0011-R8b-SM-5PNWZ	GTEX-13SLX-0011-R8b-SM-5PNWZ	10.54	Brain - Hypothalamus	Brain
GTEX-13X6J-0011-R8b-SM-5PNUA	GTEX-13X6J-0011-R8b-SM-5PNUA	10.54	Brain - Hypothalamus	Brain
GTEX-QVJO-0011-R8A-SM-447C7	GTEX-QVJO-0011-R8A-SM-447C7	10.54	Brain - Hypothalamus	Brain
TCGA-E1-A7YV-01	TCGA-E1-A7YV-01	10.54	Brain Lower Grade Glioma	Brain
TCGA-06-2564-01	TCGA-06-2564-01	10.54	Glioblastoma Multiforme	Brain
TCGA-41-4097-01	TCGA-41-4097-01	10.54	Glioblastoma Multiforme	Brain
GTEX-117XS-3026-SM-5N9CA	GTEX-117XS-3026-SM-5N9CA	10.53	Brain - Cortex	Brain
GTEX-11DXW-1126-SM-5H12Q	GTEX-11DXW-1126-SM-5H12Q	10.53	Brain - Cortex	Brain
GTEX-1399T-3026-SM-5KLZC	GTEX-1399T-3026-SM-5KLZC	10.53	Brain - Cortex	Brain
GTEX-T2IS-3026-SM-32QPM	GTEX-T2IS-3026-SM-32QPM	10.53	Brain - Cortex	Brain
GTEX-132Q8-0011-R10b-SM-5DUWZ	GTEX-132Q8-0011-R10b-SM-5DUWZ	10.53	Brain - Frontal Cortex (Ba9)	Brain
GTEX-13NYB-0011-R5a-SM-5MR45	GTEX-13NYB-0011-R5a-SM-5MR45	10.53	Brain - Caudate (Basal Ganglia)	Brain
GTEX-1445S-0011-R6b-SM-5PNUF	GTEX-1445S-0011-R6b-SM-5PNUF	10.53	Brain - Nucleus Accumbens (Basal Ganglia)	Brain
GTEX-145LS-0011-R6b-SM-5PNWL	GTEX-145LS-0011-R6b-SM-5PNWL	10.53	Brain - Nucleus Accumbens (Basal Ganglia)	Brain
GTEX-ZDXO-0011-R7a-SM-4WWCU	GTEX-ZDXO-0011-R7a-SM-4WWCU	10.53	Brain - Putamen (Basal Ganglia)	Brain
GTEX-ZVZQ-0011-R8a-SM-51MR5	GTEX-ZVZQ-0011-R8a-SM-51MR5	10.53	Brain - Hypothalamus	Brain
GTEX-1399T-0011-R4b-SM-5DUVX	GTEX-1399T-0011-R4b-SM-5DUVX	10.53	Brain - Amygdala	Brain
GTEX-139T8-0011-R4a-SM-5HL54	GTEX-139T8-0011-R4a-SM-5HL54	10.53	Brain - Amygdala	Brain
GTEX-13NYS-0011-R4b-SM-5MR3O	GTEX-13NYS-0011-R4b-SM-5MR3O	10.53	Brain - Amygdala	Brain
GTEX-S7SE-0011-R4A-SM-2XCDB	GTEX-S7SE-0011-R4A-SM-2XCDB	10.53	Brain - Amygdala	Brain
GTEX-XLM4-0011-R4B-SM-4AT5C	GTEX-XLM4-0011-R4B-SM-4AT5C	10.53	Brain - Amygdala	Brain
TCGA-E1-A7YM-01	TCGA-E1-A7YM-01	10.53	Brain Lower Grade Glioma	Brain
TCGA-KT-A7W1-01	TCGA-KT-A7W1-01	10.53	Brain Lower Grade Glioma	Brain
TCGA-06-0743-01	TCGA-06-0743-01	10.53	Glioblastoma Multiforme	Brain
TCGA-12-3650-01	TCGA-12-3650-01	10.53	Glioblastoma Multiforme	Brain
GTEX-11TTK-2926-SM-5PNYP	GTEX-11TTK-2926-SM-5PNYP	10.52	Brain - Cortex	Brain
GTEX-132Q8-3026-SM-5PNVG	GTEX-132Q8-3026-SM-5PNVG	10.52	Brain - Cortex	Brain
GTEX-13FHO-3026-SM-5J1O9	GTEX-13FHO-3026-SM-5J1O9	10.52	Brain - Cortex	Brain
GTEX-R55F-1326-SM-5S2V4	GTEX-R55F-1326-SM-5S2V4	10.52	Brain - Cortex	Brain
GTEX-12WSD-0011-R1b-SM-5LZVY	GTEX-12WSD-0011-R1b-SM-5LZVY	10.52	Brain - Hippocampus	Brain
GTEX-QVUS-0011-R3A-SM-3GAFD	GTEX-QVUS-0011-R3A-SM-3GAFD	10.52	Brain - Anterior Cingulate Cortex (Ba24)	Brain
GTEX-11NV4-0011-R5a-SM-5NQ88	GTEX-11NV4-0011-R5a-SM-5NQ88	10.52	Brain - Caudate (Basal Ganglia)	Brain
GTEX-13QJC-0011-R6a-SM-5S2VI	GTEX-13QJC-0011-R6a-SM-5S2VI	10.52	Brain - Nucleus Accumbens (Basal Ganglia)	Brain
GTEX-ZE7O-0011-R6a-SM-57WCI	GTEX-ZE7O-0011-R6a-SM-57WCI	10.52	Brain - Nucleus Accumbens (Basal Ganglia)	Brain
GTEX-13NYB-0011-R7a-SM-5MR5D	GTEX-13NYB-0011-R7a-SM-5MR5D	10.52	Brain - Putamen (Basal Ganglia)	Brain
GTEX-1445S-0011-R8a-SM-5PNWX	GTEX-1445S-0011-R8a-SM-5PNWX	10.52	Brain - Hypothalamus	Brain
GTEX-X261-0011-R8A-SM-4E3I5	GTEX-X261-0011-R8A-SM-4E3I5	10.52	Brain - Hypothalamus	Brain
GTEX-XMD1-0011-R8A-SM-4AT48	GTEX-XMD1-0011-R8A-SM-4AT48	10.52	Brain - Hypothalamus	Brain
GTEX-13NZA-0011-R9b-SM-5MR5I	GTEX-13NZA-0011-R9b-SM-5MR5I	10.52	Brain - Spinal Cord (Cervical C-1)	Brain
TCGA-DU-A76K-01	TCGA-DU-A76K-01	10.52	Brain Lower Grade Glioma	Brain
TCGA-76-4932-01	TCGA-76-4932-01	10.52	Glioblastoma Multiforme	Brain
GTEX-12WSA-2926-SM-5EQ4D	GTEX-12WSA-2926-SM-5EQ4D	10.51	Brain - Cortex	Brain
GTEX-145LS-0011-R1b-SM-5PNUP	GTEX-145LS-0011-R1b-SM-5PNUP	10.51	Brain - Hippocampus	Brain
GTEX-N7MT-0011-R2a-SM-2I3GI	GTEX-N7MT-0011-R2a-SM-2I3GI	10.51	Brain - Substantia Nigra	Brain
GTEX-NPJ8-0011-R5a-SM-2HMJY	GTEX-NPJ8-0011-R5a-SM-2HMJY	10.51	Brain - Caudate (Basal Ganglia)	Brain
GTEX-QVJO-0011-R6A-SM-2S1QN	GTEX-QVJO-0011-R6A-SM-2S1QN	10.51	Brain - Nucleus Accumbens (Basal Ganglia)	Brain
GTEX-S7SE-0011-R7A-SM-2XCDI	GTEX-S7SE-0011-R7A-SM-2XCDI	10.51	Brain - Putamen (Basal Ganglia)	Brain
TCGA-E1-A7YJ-01	TCGA-E1-A7YJ-01	10.51	Brain Lower Grade Glioma	Brain
TCGA-TQ-A7RP-01	TCGA-TQ-A7RP-01	10.51	Brain Lower Grade Glioma	Brain
GTEX-14ASI-3026-SM-5S2PN	GTEX-14ASI-3026-SM-5S2PN	10.50	Brain - Cortex	Brain
GTEX-NPJ7-2726-SM-2I3FT	GTEX-NPJ7-2726-SM-2I3FT	10.50	Brain - Cortex	Brain
GTEX-XLM4-3026-SM-4AT6L	GTEX-XLM4-3026-SM-4AT6L	10.50	Brain - Cortex	Brain
GTEX-11ZVC-0011-R1b-SM-5BC6M	GTEX-11ZVC-0011-R1b-SM-5BC6M	10.50	Brain - Hippocampus	Brain
GTEX-13N2G-0011-R1b-SM-5MR3G	GTEX-13N2G-0011-R1b-SM-5MR3G	10.50	Brain - Hippocampus	Brain
GTEX-QVJO-0011-R2A-SM-2S1QK	GTEX-QVJO-0011-R2A-SM-2S1QK	10.50	Brain - Substantia Nigra	Brain
GTEX-14BIL-0011-R10a-SM-5SI75	GTEX-14BIL-0011-R10a-SM-5SI75	10.50	Brain - Frontal Cortex (Ba9)	Brain
GTEX-WZTO-0011-R6B-SM-4E3J6	GTEX-WZTO-0011-R6B-SM-4E3J6	10.50	Brain - Nucleus Accumbens (Basal Ganglia)	Brain
GTEX-139TS-0011-R7a-SM-5K7X7	GTEX-139TS-0011-R7a-SM-5K7X7	10.50	Brain - Putamen (Basal Ganglia)	Brain
GTEX-13SLX-0011-R9b-SM-5SI6X	GTEX-13SLX-0011-R9b-SM-5SI6X	10.50	Brain - Spinal Cord (Cervical C-1)	Brain
GTEX-NL4W-0011-R9a-SM-2I3G1	GTEX-NL4W-0011-R9a-SM-2I3G1	10.50	Brain - Spinal Cord (Cervical C-1)	Brain
GTEX-YJ89-0011-R9a-SM-4SOK7	GTEX-YJ89-0011-R9a-SM-4SOK7	10.50	Brain - Spinal Cord (Cervical C-1)	Brain
GTEX-QVJO-0011-R4A-SM-2S1QL	GTEX-QVJO-0011-R4A-SM-2S1QL	10.50	Brain - Amygdala	Brain
TCGA-QH-A6XC-01	TCGA-QH-A6XC-01	10.50	Brain Lower Grade Glioma	Brain
TCGA-28-2514-01	TCGA-28-2514-01	10.50	Glioblastoma Multiforme	Brain
TCGA-32-1970-01	TCGA-32-1970-01	10.50	Glioblastoma Multiforme	Brain
GTEX-11GSO-2926-SM-5HL73	GTEX-11GSO-2926-SM-5HL73	10.49	Brain - Cortex	Brain
GTEX-13G51-3026-SM-5IJB8	GTEX-13G51-3026-SM-5IJB8	10.49	Brain - Cortex	Brain
GTEX-N7MS-0011-R1a-SM-2HMJG	GTEX-N7MS-0011-R1a-SM-2HMJG	10.49	Brain - Hippocampus	Brain
GTEX-12ZZW-0011-R10b-SM-5HL9X	GTEX-12ZZW-0011-R10b-SM-5HL9X	10.49	Brain - Frontal Cortex (Ba9)	Brain
GTEX-13CZV-0011-R10b-SM-5LZYD	GTEX-13CZV-0011-R10b-SM-5LZYD	10.49	Brain - Frontal Cortex (Ba9)	Brain
GTEX-14753-0011-R10b-SM-5S2WE	GTEX-14753-0011-R10b-SM-5S2WE	10.49	Brain - Frontal Cortex (Ba9)	Brain
GTEX-145LS-0011-R5a-SM-5SI65	GTEX-145LS-0011-R5a-SM-5SI65	10.49	Brain - Caudate (Basal Ganglia)	Brain
GTEX-QVJO-0011-R5A-SM-2S1QM	GTEX-QVJO-0011-R5A-SM-2S1QM	10.49	Brain - Caudate (Basal Ganglia)	Brain
GTEX-WL46-0011-R6A-SM-3LK6X	GTEX-WL46-0011-R6A-SM-3LK6X	10.49	Brain - Nucleus Accumbens (Basal Ganglia)	Brain
GTEX-13VXU-0011-R7b-SM-5SI72	GTEX-13VXU-0011-R7b-SM-5SI72	10.49	Brain - Putamen (Basal Ganglia)	Brain
GTEX-13OW8-0011-R8a-SM-5L3G5	GTEX-13OW8-0011-R8a-SM-5L3G5	10.49	Brain - Hypothalamus	Brain
GTEX-XOTO-0011-R8A-SM-4B65J	GTEX-XOTO-0011-R8A-SM-4B65J	10.49	Brain - Hypothalamus	Brain
GTEX-139T4-0011-R9b-SM-5HL6S	GTEX-139T4-0011-R9b-SM-5HL6S	10.49	Brain - Spinal Cord (Cervical C-1)	Brain
TCGA-QH-A6CV-01	TCGA-QH-A6CV-01	10.49	Brain Lower Grade Glioma	Brain
TCGA-06-5408-01	TCGA-06-5408-01	10.49	Glioblastoma Multiforme	Brain
GTEX-S7SE-0011-R2A-SM-2XCDC	GTEX-S7SE-0011-R2A-SM-2XCDC	10.48	Brain - Substantia Nigra	Brain
GTEX-P44H-0011-R3A-SM-2XCEQ	GTEX-P44H-0011-R3A-SM-2XCEQ	10.48	Brain - Anterior Cingulate Cortex (Ba24)	Brain
GTEX-11WQK-0011-R10a-SM-5BC6R	GTEX-11WQK-0011-R10a-SM-5BC6R	10.48	Brain - Frontal Cortex (Ba9)	Brain
GTEX-11UD1-0011-R5b-SM-5P9FP	GTEX-11UD1-0011-R5b-SM-5P9FP	10.48	Brain - Caudate (Basal Ganglia)	Brain
GTEX-12WSC-0011-R5b-SM-5CVNS	GTEX-12WSC-0011-R5b-SM-5CVNS	10.48	Brain - Caudate (Basal Ganglia)	Brain
GTEX-14ABY-0011-R5b-SM-5SI7B	GTEX-14ABY-0011-R5b-SM-5SI7B	10.48	Brain - Caudate (Basal Ganglia)	Brain
GTEX-ZVT3-0011-R5a-SM-51MSI	GTEX-ZVT3-0011-R5a-SM-51MSI	10.48	Brain - Caudate (Basal Ganglia)	Brain
GTEX-13OW5-0011-R6b-SM-5O9BW	GTEX-13OW5-0011-R6b-SM-5O9BW	10.48	Brain - Nucleus Accumbens (Basal Ganglia)	Brain
GTEX-YFC4-0011-R6b-SM-4V6E1	GTEX-YFC4-0011-R6b-SM-4V6E1	10.48	Brain - Nucleus Accumbens (Basal Ganglia)	Brain
GTEX-13O3O-0011-R7b-SM-5P9GZ	GTEX-13O3O-0011-R7b-SM-5P9GZ	10.48	Brain - Putamen (Basal Ganglia)	Brain
GTEX-1313W-0011-R8a-SM-5DUVM	GTEX-1313W-0011-R8a-SM-5DUVM	10.48	Brain - Hypothalamus	Brain
GTEX-NL4W-0011-R8a-SM-2I3G4	GTEX-NL4W-0011-R8a-SM-2I3G4	10.48	Brain - Hypothalamus	Brain
GTEX-13S7M-0011-R9a-SM-5O9DW	GTEX-13S7M-0011-R9a-SM-5O9DW	10.48	Brain - Spinal Cord (Cervical C-1)	Brain
GTEX-11ONC-2926-SM-5P9JM	GTEX-11ONC-2926-SM-5P9JM	10.47	Brain - Cortex	Brain
GTEX-11TUW-3126-SM-5GU4Y	GTEX-11TUW-3126-SM-5GU4Y	10.47	Brain - Cortex	Brain
GTEX-12WSD-3126-SM-5HL7P	GTEX-12WSD-3126-SM-5HL7P	10.47	Brain - Cortex	Brain
GTEX-139UC-3126-SM-5J1OY	GTEX-139UC-3126-SM-5J1OY	10.47	Brain - Cortex	Brain
GTEX-13O3O-3126-SM-5KM3H	GTEX-13O3O-3126-SM-5KM3H	10.47	Brain - Cortex	Brain
GTEX-145LS-3126-SM-5Q5BY	GTEX-145LS-3126-SM-5Q5BY	10.47	Brain - Cortex	Brain
GTEX-QDT8-2926-SM-32PKC	GTEX-QDT8-2926-SM-32PKC	10.47	Brain - Cortex	Brain
